frame	frame0	frame1	frame2	frame3	frame4	frame5	frame6	frame7	sent_cn	abst_lv	lemma_example
Irregular_combatants	Entity	Biological_entity	People	Irregular_combatants					215	0	3	guerrilla	 	 	 	 
Isolated_places	Locale	Isolated_places							71	0	1	middle of nowhere	 	 	 	x
Judgment	State	Emotions	Judgment						1251	624	2	applaud	 	 	 	x
Judgment_communication	Statement	Judgment_communication							2047	1482	1	accuse	 	 	 	x
Judgment_direct_address	Judgment_communication	Judgment_direct_address							647	485	1	congratulate	 	 	 	x
Judgment_of_intensity	Attributes	Gradable_attributes	Judgment_of_intensity						146	0	2	severe	 	 	 	 
Judicial_body	Aggregate	Organization	Institutions	Judicial_body					60	0	3	court	 	 	 	 
Jury_deliberation	Reciprocality	Chatting	Discussion	Jury_deliberation					23	23	3	deliberate	 	 	 	 
Just_found_out	State	Emotions	Emotions_by_stimulus	Just_found_out					57	1	3	shocked	 	 	 	x
Justifying	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Justifying		137	117	6	defend	 	 	 	 
Key	Entity	Artifact	Key						8	0	2	keycard	 	 	 	 
Kidnapping	Event	Misdeed	Committing_crime	Kidnapping					304	183	3	kidnap	 	 	 	 
Killing	Event	Objective_influence	Transitive_action	Killing					1110	527	3	slaughter	 	 	 	 
Kinship	Relation	Relation_between_individuals	Kinship						1511	0	2	Ancestral	 	 	 	 
Knot_creation	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Knot_creation			28	28	5	tie	 	 	 	 
Knot_creation_scenario	Knot_creation_scenario								8	6	0	braid	 	 	 	 
Labeling	Referring_by_name	Labeling							107	107	1	label	 	 	 	x
Labor_product	Labor_product								58	0	0	work	 	 	 	 
Launch_process	Event	Eventive_affecting	Causation	Cause_to_start	Launch_process				121	121	4	launch	 	 	 	 
Law	Entity	Artifact	Law						116	0	2	law	 	 	 	 
Law_enforcement_agency	Aggregate	Organization	Institutions	Government_institution	Law_enforcement_agency				9	0	4	fire department	 	 	 	 
Leadership	Leadership								2144	323	0	government	 	 	 	 
Leaving_traces	Sign	Leaving_traces							33	0	1	trace	 	 	 	 
Left_to_do	Purpose	Left_to_do							10	8	1	remain	 	 	 	x
Legal_rulings	Event	Intentionally_act	Legal_rulings						78	75	2	rule	 	 	 	 
Legality	Attributes	Gradable_attributes	Social_behavior_evaluation	Morality_evaluation	Legality				152	1	4	unlawful	 	 	 	 
Lending	Event	Eventive_affecting	Lose_possession	Giving	Lending				45	45	4	lend	 	 	 	 
Level_of_force_exertion	Attributes	Gradable_attributes	Level_of_force_exertion						539	0	2	mightiest	 	 	 	 
Level_of_force_resistance	Attributes	Gradable_attributes	Level_of_force_resistance						456	0	2	strength	 	 	 	 
Level_of_light	Attributes	Gradable_attributes	Level_of_light						141	0	2	dark	 	 	 	 
Light_movement	Event	Motion	Light_movement						148	113	2	twinkle	x	 	 	 
Likelihood	Attributes	Gradable_attributes	Likelihood						826	266	2	probably	 	 	 	 
Limitation	Event	Objective_influence	Transitive_action	Intentionally_affect	Limiting	Limitation			4	0	5	limitation	 	 	 	 
Limiting	Event	Objective_influence	Transitive_action	Intentionally_affect	Limiting				36	33	4	limit	 	 	 	 
Linguistic_meaning	Simple_name	Linguistic_meaning							84	18	1	denote	 	 	 	 
Lively_place	Relation	Basis_for_attribute	Locative_relation	Abounding_with	Lively_place				109	26	4	abuzz	 	 	 	x
Living_conditions	Living_conditions								66	66	0	live	 	 	 	 
Locale	Entity	Physical_entity	Bounded_entity	Locale					439	0	3	place	 	 	 	x
Locale_by_characteristic_entity	Locale	Locale_by_characteristic_entity							33	0	1	enclave	 	 	 	x
Locale_by_collocation	Locale	Relational_location	Locale_by_collocation						51	0	2	position	 	 	 	x
Locale_by_event	Locale	Relational_location	Locale_by_collocation	Locale_by_event					74	0	3	scene	 	 	 	x
Locale_by_ownership	Locale	Locale_by_ownership							57	0	1	land	 	 	 	x
Locale_by_use	Locale	Locale_by_use							1607	0	1	restaurant	 	 	 	x
Locale_closure	Locale_closure								15	14	0	close	 	 	 	 
Locating	Event	Intentionally_act	Attempt	Work	Seeking_to_achieve	Seeking	Locating		166	165	6	find	 	 	 	 
Location_in_time	Location_in_time								51	0	0	day	 	 	 	 
Location_of_light	Attributes	Gradable_attributes	Measurable_attributes	Location_of_light					810	428	3	glisten	 	 	 	 
Location_on_path	Relation	Basis_for_attribute	Locative_relation	Location_on_path					6	0	3	past	 	 	 	x
Locative_relation	Relation	Basis_for_attribute	Locative_relation						650	0	2	underground	 	 	 	x
Locative_scenario	Locative_scenario								0	0	0		 	 	 	 
Lodging_scenario	Relation	Relation_between_individuals	Guest_and_host	Lodging_scenario					0	0	3		 	 	 	 
Lose_possession	Event	Eventive_affecting	Lose_possession						0	0	2		 	 	 	 
Lose_possession_scenario	Lose_possession_scenario								0	0	0		 	 	 	 
Losing	Losing_track_of_theme	Losing							34	34	1	misplace	 	 	 	 
Losing_it	Attributes	Gradable_attributes	Social_behavior_evaluation	Mental_property	Losing_it				13	6	4	freak out	 	 	 	 
Losing_someone	Event	Losing_someone							8	8	1	lose	 	 	 	 
Losing_track_of	Losing_track_of								0	0	0		 	 	 	 
Losing_track_of_perceiver	Losing_track_of_perceiver								2	2	0	lose	 	 	 	 
Losing_track_of_theme	Losing_track_of_theme								3	3	0	lose	 	 	 	 
Luck	Attributes	Gradable_attributes	Luck						92	0	2	fortuitous	 	 	 	 
Make_acquaintance	Reciprocality	Make_acquaintance							60	60	1	meet	 	 	 	 
Make_agreement_on_action	Commitment	Make_agreement_on_action							277	75	1	treaty	 	 	 	 
Make_cognitive_connection	Cognitive_connection	Make_cognitive_connection							13	7	1	link	 	 	 	 
Make_compromise	Make_agreement_on_action	Make_compromise							24	11	1	compromise	 	 	 	 
Make_noise	Perception	Make_noise							1188	1186	1	bray	 	 	 	 
Making_arrangements	Event	Objective_influence	Transitive_action	Intentionally_affect	Making_arrangements				51	45	4	arrange	 	 	 	 
Making_faces	Facial_expression	Making_faces							297	296	1	smile	x	 	 	 
Manipulate_into_doing	Event	Objective_influence	Transitive_action	Intentionally_affect	Manipulate_into_doing				101	101	4	lure	 	 	 	 
Manipulate_into_shape	Event	Objective_influence	Transitive_action	Intentionally_affect	Manipulate_into_shape				5	4	4	loop	 	 	 	 
Manipulation	Event	Intentionally_act	Manipulation						546	541	2	claw	 	 	 	 
Manner	Event	Manner							41	0	1	way	 	 	 	 
Manner_of_life	Custom	Manner_of_life							112	21	1	life	 	 	 	 
Manufacturing	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Manufacturing			737	394	5	produce	 	 	 	 
Margin_of_resolution	Attributes	Gradable_attributes	Margin_of_resolution						7	0	2	narrow	 	 	 	 
Mass_motion	Event	Motion	Mass_motion						186	186	2	flood	x	 	 	 
Mathematical_relationship	Reciprocality	Arithmetic	Mathematical_relationship						12	3	2	formula	 	 	 	 
Means	Means								174	0	0	on	 	 	 	 
Measurable_attributes	Attributes	Gradable_attributes	Measurable_attributes						203	0	2	lighter	 	 	 	 
Measure_area	Measures	Measure_area							85	0	1	hectare	 	 	 	 
Measure_by_action	Measures	Measure_by_action							17	0	1	splash	 	 	 	 
Measure_duration	Measures	Measure_duration							471	0	1	millennium	 	 	 	 
Measure_linear_extent	Measures	Measure_linear_extent							216	0	1	mile	 	 	 	 
Measure_mass	Measures	Measure_mass							195	0	1	metric ton	 	 	 	 
Measure_scenario	Measure_scenario								0	0	0		 	 	 	 
Measure_volume	Measures	Measure_volume							524	0	1	carload	 	 	 	 
Measures	Measures								0	0	0		 	 	 	 
Medical_conditions	Attributes	Gradable_attributes	Medical_conditions						284	2	2	ailment	 	 	 	 
Medical_instruments	Entity	Artifact	Medical_instruments						44	0	2	scalpel	 	 	 	 
Medical_interaction_scenario	Event	Objective_influence	Transitive_action	Cure	Medical_interaction_scenario				1	0	4	patient	 	 	 	 
Medical_intervention	Medical_intervention								6	6	0	treat	 	 	 	 
Medical_professionals	Entity	Biological_entity	People	People_by_vocation	Medical_professionals				62	0	4	paediatrician	 	 	 	 
Medical_specialties	Medical_interaction_scenario	Medical_specialties							47	0	1	neurology	 	 	 	 
Medium	Entity	Artifact	Text	Medium					9	0	3	in	 	 	 	 
Meet_specifications	Satisfying	Meet_specifications							42	42	1	meet	 	 	 	 
Meet_with	Reciprocality	Chatting	Discussion	Meet_with					8	7	3	meet with	 	 	 	 
Meet_with_response	Meet_with_response								17	17	0	meet	 	 	 	 
Member_of_military	Entity	Biological_entity	People	People_by_vocation	Member_of_military				140	0	4	soldier	 	 	 	 
Membership	Being_included	Be_subset_of	Membership						306	21	2	member	 	 	 	 
Memorization	Cogitation	Memorization							40	34	1	commit to memory	 	 	 	 
Memory	Event	Eventive_affecting	Memory						217	185	2	remember	 	 	 	 
Mental_activity	Mental_activity								1	1	0	understand	 	 	 	 
Mental_property	Attributes	Gradable_attributes	Social_behavior_evaluation	Mental_property					1264	0	3	absurdity	 	 	 	 
Mental_stimulus_exp_focus	Experiencer_focus	Mental_stimulus_exp_focus							75	2	1	lost in	 	 	 	 
Mental_stimulus_stimulus_focus	Mental_stimulus_stimulus_focus								176	1	0	interesting	 	 	 	 
Mention	Mention								51	49	0	mention	 	 	 	 
Military	Aggregate	Organization	Military						265	0	2	military	 	 	 	 
Military_operation	Event	Intentionally_act	Military_operation						126	2	2	operate	 	 	 	 
Mining	Event	Intentionally_act	Attempting_and_resolving_scenario	Attempt_obtain_mineral_scenario	Mining				7	5	4	miner	 	 	 	 
Misdeed	Event	Misdeed							47	18	1	sin	 	 	 	 
Money	Entity	Artifact	Money						78	0	2	money	 	 	 	 
Morality_evaluation	Attributes	Gradable_attributes	Social_behavior_evaluation	Morality_evaluation					635	0	3	right	 	 	 	 
Motion	Event	Motion							555	551	1	float	x	 	 	 
Motion_directional	Event	Motion	Motion_directional						265	265	2	rise	x	 	 	 
Motion_noise	Event	Motion	Motion_noise						468	468	2	bang	x	 	 	 
Motion_scenario	Motion_scenario								8	8	0	move	 	 	 	 
Moving_in_place	Moving_in_place								147	129	0	vibrate	 	 	 	 
Name_conferral	Event	Intentionally_act	Name_conferral						112	112	2	nickname	 	 	 	 
Namesake	Being_named	Namesake							32	0	1	namesake	 	 	 	 
Natural_features	Locale	Natural_features							2643	0	1	coastal	 	 	 	x
Needing	Experiencer_focus	Desiring	Needing						115	99	2	need	 	 	 	x
Negation	Alternativity	Negation							896	0	1	no	 	 	 	 
Negative_conditional	Negative_conditional								139	0	0	unless	 	 	 	 
Network	Set_of_interrelated_entities	Network							47	0	1	network	 	 	 	 
Noise_makers	Entity	Artifact	Noise_makers						51	0	2	guitar	 	 	 	 
Non-commutative_process	Non-commutative_process								1	1	0	divide	 	 	 	 
Non-commutative_statement	Non-commutative_statement								1	0	0	difference	 	 	 	 
Non-gradable_proximity	Relation	Basis_for_attribute	Locative_relation	Non-gradable_proximity					545	0	3	Opposite	 	 	 	x
Noncombatant	Entity	Biological_entity	People	Noncombatant					3	0	3	noncombatant	 	 	 	 
Notability	Attributes	Gradable_attributes	Notability						27	0	2	great	 	 	 	 
Notification_of_charges	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Notification_of_charges		115	55	6	charge	 	 	 	 
Nuclear_process	Event	Transition_to_state	Undergo_change	Nuclear_process					22	9	3	fissile	 	 	 	 
Objective_influence	Event	Objective_influence							187	34	1	influence	 	 	 	 
Obligation_scenario	Required_event	Obligation_scenario							1	1	1	obligate	 	 	 	 
Obscurity	Attributes	Gradable_attributes	Obscurity						46	0	2	obscure	 	 	 	 
Obviousness	Attributes	Gradable_attributes	Obviousness						156	21	2	show	 	 	 	 
Occupy_rank	Rank	Occupy_rank							67	38	1	rank	 	 	 	 
Offenses	Event	Misdeed	Committing_crime	Offenses					246	2	3	assault	 	 	 	 
Offering	Event	Eventive_affecting	Lose_possession	Giving	Offering				25	25	4	offer	 	 	 	 
Offshoot	Offshoot								3	0	0	offshoot	 	 	 	 
Omen	Sign	Omen							186	103	1	promising	 	 	 	 
Ontogeny	Progression	Ontogeny							95	34	1	develop	 	 	 	 
Openness	Event	Traversing	Openness						41	1	2	open	 	x	 	 
Operate_vehicle	Event	Objective_influence	Transitive_action	Intentionally_affect	Using	Operating_a_system	Operate_vehicle		423	422	6	toboggan	x	 	 	 
Operate_vehicle_scenario	Motion_scenario	Operate_vehicle_scenario							0	0	1		 	 	 	 
Operating_a_system	Event	Objective_influence	Transitive_action	Intentionally_affect	Using	Operating_a_system			82	82	5	Run	 	 	 	 
Operational_testing	Event	Objective_influence	Transitive_action	Intentionally_affect	Using	Operating_a_system	Operational_testing		156	83	6	test	 	 	 	 
Opinion	Opinion								256	147	0	opinion	 	 	 	 
Opportunity	Alternatives	Opportunity							51	0	1	opportunity	 	 	 	 
Optical_image	Optical_image								1	1	0	silhouette	 	 	 	 
Ordinal_numbers	Cardinal_numbers	Ordinal_numbers							333	0	1	first	 	 	 	 
Organization	Aggregate	Organization							248	0	1	government	 	 	 	 
Origin	Origin								665	33	0	from	 	 	 	 
Others_situation_as_stimulus	State	Emotions	Emotions_by_stimulus	Others_situation_as_stimulus					39	37	3	pity	 	 	 	x
Out_of_existence	Out_of_existence								17	2	0	history	 	 	 	 
Pardon	Event	Intentionally_act	Clemency	Pardon					50	30	3	pardon	 	 	 	 
Part_edge	Being_included	Part_piece	Part_whole	Part_edge					104	0	3	edge	 	 	 	 
Part_inner_outer	Being_included	Part_piece	Part_whole	Part_inner_outer					347	0	3	exterior	 	 	 	 
Part_ordered_segments	Being_included	Part_piece	Part_whole	Part_ordered_segments					66	0	3	chapter	 	 	 	 
Part_orientational	Being_included	Part_piece	Part_whole	Part_orientational					1094	0	3	crest	 	 	 	 
Part_piece	Being_included	Part_piece							437	0	1	scrap	 	 	 	 
Part_whole	Being_included	Part_piece	Part_whole						347	0	2	part	 	 	 	 
Partiality	Attributes	Gradable_attributes	Social_behavior_evaluation	Social_interaction_evaluation	Partiality				142	37	4	bias	 	 	 	 
Participation	Event	Participation							250	79	1	engage	 	 	 	 
Partitive	Relation	Partitive							177	1	1	out of	 	 	 	 
Passing	Event	Objective_influence	Transitive_action	Cause_motion	Passing				13	13	4	pass	 	 	x	 
Passing_off	Event	Intentionally_act	Passing_off						16	8	2	off	 	 	 	 
Path_shape	Relation	Basis_for_attribute	Locative_relation	Path_shape					405	337	3	run	 	 	 	x
Path_traveled	Event	Motion	Path_traveled						43	0	2	orbit	x	 	 	 
Patrolling	Scrutiny	Scrutinizing_for	Inspecting	Patrolling					131	55	3	patrol	 	 	 	x
Pattern	Pattern								16	0	0	formation	 	 	 	 
People	Entity	Biological_entity	People						1184	0	2	people	 	 	 	 
People_along_political_spectrum	Entity	Biological_entity	People	People_along_political_spectrum					22	1	3	leftist	 	 	 	 
People_by_age	Entity	Biological_entity	People	People_by_age					584	0	3	child	 	 	 	 
People_by_jurisdiction	Entity	Biological_entity	People	People_by_jurisdiction					22	0	3	national	 	 	 	x
People_by_military_specialty	Entity	Biological_entity	People	People_by_vocation	Member_of_military	People_by_military_specialty			2	0	5	sniper	 	 	 	 
People_by_morality	Entity	Biological_entity	People	People_by_morality					75	0	3	wrongdoer	 	 	 	 
People_by_origin	Entity	Biological_entity	People	People_by_origin					169	0	3	Brit	 	 	 	 
People_by_religion	Entity	Biological_entity	People	People_by_religion					165	0	3	pagan	 	 	 	 
People_by_residence	Entity	Biological_entity	People	People_by_residence					24	0	3	neighbor	 	 	 	 
People_by_vocation	Entity	Biological_entity	People	People_by_vocation					730	2	3	researcher	 	 	 	 
Perception	Event	Transition_to_state	Becoming	Transition_to_a_quality	Becoming_visible	Perception			2	2	5	perceive	 	 	 	 
Perception_active	Perception	Perception_active							1033	821	1	glance	 	 	 	x
Perception_body	Perception	Perception_experience	Perception_body						183	176	2	ache	 	 	 	 
Perception_experience	Perception	Perception_experience							680	654	1	perception	 	 	 	 
Performers	Entity	Biological_entity	People	People_by_vocation	Performers				21	0	4	player	 	 	 	 
Performers_and_roles	Performing_arts	Performers_and_roles							171	120	1	part	 	 	 	 
Performing_arts	Performing_arts								12	0	0	music	 	 	 	 
Personal_relationship	Relation	Relation_between_individuals	Personal_relationship						930	60	2	friend	 	 	 	 
Personal_success	Attributes	Gradable_attributes	Personal_success						102	7	2	success	 	 	 	 
Physical_artworks	Entity	Artifact	Physical_artworks						154	0	2	photo	 	 	 	 
Physical_entity	Entity	Physical_entity							5	0	1	sword	 	 	 	 
Piracy	Event	Misdeed	Committing_crime	Piracy					131	69	3	hijack	x	 	 	 
Placing	Event	Objective_influence	Transitive_action	Placing					1379	1330	3	bestow	x	 	x	 
Placing_scenario	Placing_scenario								6	6	0	brush	 	 	 	 
Planned_trajectory	Planned_trajectory								17	0	0	way	 	 	 	 
Planting	Planting								48	48	0	plant	 	 	 	 
Point_of_dispute	Reciprocality	Chatting	Discussion	Point_of_dispute					57	0	3	question	 	 	 	 
Political_actions	Political_actions								28	1	0	strike	 	 	 	 
Political_locales	Locale	Locale_by_ownership	Political_locales						1290	0	2	state	 	 	 	x
Popularity	Attributes	Gradable_attributes	Desirability	Popularity					19	0	3	popular	 	 	 	 
Posing_as	Event	Intentionally_act	Passing_off	Posing_as					41	25	3	pose	 	 	 	 
Position_on_a_scale	Attributes	Gradable_attributes	Position_on_a_scale						184	0	2	medium	 	 	 	 
Possession	Possession								842	538	0	property	 	 	 	 
Possibility	Possibility								130	127	0	could	 	 	 	 
Post_getting	Possession	Post_getting							0	0	1		 	 	 	 
Post_lose_possession	Possession	Post_lose_possession							0	0	1		 	 	 	 
Post_transfer	Possession	Post_transfer							0	0	1		 	 	 	 
Posture	State	Posture							510	410	1	bend	 	 	 	x
Practice	Event	Intentionally_act	Practice						213	120	2	drill	 	 	 	 
Praiseworthiness	Attributes	Gradable_attributes	Social_behavior_evaluation	Praiseworthiness					169	0	3	praiseworthy	 	 	 	x
Prank	Trap	Prank							1	0	1	prank	 	 	 	 
Pre_getting	Possession	Pre_getting							0	0	1		 	 	 	 
Pre_giving	Possession	Pre_lose_possession	Pre_giving						0	0	2		 	 	 	 
Pre_lose_possession	Possession	Pre_lose_possession							1	1	1	have	 	 	 	 
Pre_receiving	Possession	Pre_getting	Pre_receiving						0	0	2		 	 	 	 
Pre_transfer	Possession	Pre_transfer							0	0	1		 	 	 	 
Precariousness	Attributes	Gradable_attributes	Being_at_risk	Precariousness					3	1	3	balanced	x	 	 	 
Precipitation	Process	Precipitation							151	58	1	rain event	 	 	 	 
Predicament	State	State_of_entity	Predicament						108	3	2	plight	 	 	 	x
Predicting	Statement	Predicting							165	150	1	claim	 	 	 	 
Preference	Experiencer_focus	Desiring	Preference						5	5	2	favor	 	 	 	x
Preferred_alternative_scenario	Alternativity	Conditional_scenario	Preferred_alternative_scenario						0	0	2		 	 	 	 
Preliminaries	Means	Preliminaries							97	0	1	preliminary	 	 	 	 
Presence	State	Being_located	Presence						116	0	2	absence	 	 	 	x
Presentation_of_mitigation	Alternativity	Negation	Presentation_of_mitigation						130	0	2	anyway	 	 	 	 
Preserving	Event	Objective_influence	Transitive_action	Intentionally_affect	Processing_materials	Preserving			93	71	5	embalming	 	 	 	 
Prevarication	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Prevarication		132	68	6	bullshit artist	 	 	 	 
Prevent_or_allow_possession	Preventing_or_letting	Prevent_or_allow_possession							46	46	1	deprive	 	 	 	 
Preventing_or_letting	Event	Preventing_or_letting							263	261	1	stop	 	 	 	 
Price_per_unit	Relational_quantity	Price_per_unit							18	0	1	rate	 	 	 	 
Prison	Locale	Locale_by_use	Prison						118	0	2	prison	 	 	 	x
Probability	Attributes	Gradable_attributes	Position_on_a_scale	Probability					38	0	3	chance	 	 	 	 
Process	Process								27	0	0	process	 	 	 	 
Process_completed_state	State	Process_completed_state							23	0	1	over	 	 	 	x
Process_continue	Process_continue								176	137	0	continue	 	 	 	 
Process_end	Event	Process_end							154	96	1	come to a end	 	 	 	 
Process_initial_state	State	Process_initial_state							0	0	1		 	 	 	x
Process_pause	Event	Process_pause							2	2	1	stop	 	 	 	 
Process_resume	Event	Process_resume							18	18	1	resume	 	 	 	 
Process_start	Event	Process_start							214	193	1	start	 	 	 	 
Process_stop	Event	Process_stop							51	24	1	stop	 	 	 	 
Process_stopped_state	State	Process_stopped_state							0	0	1		 	 	 	x
Process_uncompleted_state	State	Process_uncompleted_state							0	0	1		 	 	 	x
Processing_materials	Event	Objective_influence	Transitive_action	Intentionally_affect	Processing_materials				263	124	4	reprocess	 	 	 	 
Product_delivery	Delivery	Product_delivery							2	1	1	delivery	x	 	x	 
Product_development	Product_development								53	29	0	develop	 	 	 	 
Product_development_scenario	Product_development_scenario								0	0	0		 	 	 	 
Product_line	Aggregate	Product_line							22	0	1	Collection	 	 	 	 
Progression	Event	Transition_to_state	Undergo_change	Progression					183	59	3	progress	 	 	 	 
Prohibiting_or_licensing	Entity	Artifact	Law	Prohibiting_or_licensing					99	87	3	bar	 	 	 	 
Project	Purpose	Project							607	0	1	program	 	 	 	x
Proliferating_in_number	Event	Change_position_on_a_scale	Proliferating_in_number						118	66	2	nonproliferation	 	 	 	 
Prominence	Attributes	Gradable_attributes	Prominence						140	0	2	prominent	 	 	 	 
Proper_reference	Proper_reference								8	0	0	proper	 	 	 	 
Proportion	Relational_quantity	Proportion							31	0	1	rate	 	 	 	 
Proportional_quantity	Proportional_quantity								278	0	0	much	 	 	 	 
Protecting	Attributes	Gradable_attributes	Likelihood	Run_risk	Protecting				165	113	4	safeguard	 	 	 	 
Protest	Taking_sides	Protest							177	20	1	demonstration	 	 	 	 
Provide_lodging	Provide_lodging								2	2	0	host	 	 	 	 
Proximity_image_schema	Image_schema	Proximity_image_schema							0	0	1		 	 	 	 
Public_services	Aggregate	Organization	Institutions	Public_services					33	0	3	service	 	 	 	 
Publishing	Event	Objective_influence	Transitive_action	Intentionally_affect	Publishing				1	1	4	publish	 	 	 	 
Punctual_perception	Perception	Perception_experience	Punctual_perception						23	8	2	glimpse	 	 	 	 
Purpose	Experiencer_focus	Desiring	Purpose						555	45	2	aim	 	 	 	x
Putting_out_fire	Putting_out_fire								8	8	0	extinguish	 	 	 	 
Quantified_mass	Quantified_mass								1713	0	0	any	 	 	 	 
Quantity	Dimension	Quantity							96	0	1	amount	 	 	 	 
Quarreling	Reciprocality	Chatting	Discussion	Quarreling					394	124	3	argument	 	 	 	 
Questioning	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Questioning		479	343	6	question	 	 	 	 
Quitting	Employment_end	Quitting							151	84	1	quit	 	 	 	 
Quitting_a_place	Event	Eventive_affecting	Departing	Quitting_a_place					409	266	3	defect	x	x	 	 
Race_descriptor	Attributes	Race_descriptor							6	0	1	color	 	 	 	 
Range	Possibility	Capability	Range						138	0	2	range	 	 	 	 
Rank	Rank								47	0	0	rank	 	 	 	 
Ranked_expectation	Ranked_expectation								96	0	0	entire	 	 	 	 
Rape	Event	Misdeed	Committing_crime	Rape					135	92	3	rape	 	 	 	 
Rashness	Attributes	Gradable_attributes	Social_behavior_evaluation	Rashness					6	0	3	impatient	 	 	 	 
Rate_description	Attributes	Gradable_attributes	Measurable_attributes	Rate_description					63	0	3	rapid	 	 	 	 
Rate_quantification	Relational_quantity	Rate_quantification							35	1	1	rate	 	 	 	 
Ratification	Ratification								72	65	0	ratification	 	 	 	 
Reading_activity	Reading_activity								110	110	0	read	 	 	 	 
Reading_aloud	Reading_activity	Reading_aloud							15	14	1	read out	 	 	 	 
Reading_perception	Reading_activity	Reading_perception							54	52	1	reader	 	 	 	 
Reason	Event	Intentionally_act	Reason						100	0	2	reason	 	 	 	 
Reasoning	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Reasoning		253	199	6	prove	 	 	 	 
Reassuring	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Reassuring		49	26	6	reassurance	 	 	 	 
Rebellion	Rebellion								60	0	0	insurgent	 	 	 	 
Receive_visitor_scenario	Receive_visitor_scenario								0	0	0		 	 	 	 
Receiving	Event	Getting	Receiving						156	150	2	accept	 	 	 	 
Receiving_scenario	Getting_scenario	Receiving_scenario							2	2	1	accept	 	 	 	 
Reciprocality	Reciprocality								3	2	0	argue	 	 	 	 
Recording	Statement	Recording							67	67	1	chronicle	 	 	 	 
Records	Entity	Artifact	Text	Records					79	0	3	record	 	 	 	 
Recovery	Attributes	Gradable_attributes	Medical_conditions	Recovery					94	63	3	recover	 	 	 	 
Redirecting	Event	Motion	Redirecting						32	30	2	redirect	x	 	 	 
Reference_text	Entity	Artifact	Text	Reference_text					46	44	3	see	 	 	 	 
Referring_by_name	Being_named	Referring_by_name							131	112	1	call	 	 	 	 
Reforming_a_system	Event	Objective_influence	Transitive_action	Cause_change	Reforming_a_system				109	99	4	restructure	 	 	 	 
Regard	Judgment	Regard							27	12	1	impression	 	 	 	x
Rejuvenation	Event	Objective_influence	Transitive_action	Rejuvenation					91	84	3	renew	 	 	 	 
Relating_concepts	Cognitive_connection	Relating_concepts							28	28	1	link	 	 	 	 
Relation	Relation								22	0	0	relation	 	 	 	 
Relation_between_individuals	Relation	Relation_between_individuals							0	0	1		 	 	 	 
Relational_location	Locale	Relational_location							0	0	1		 	 	 	x
Relational_natural_features	Locale	Natural_features	Relational_natural_features						62	1	2	coast	 	 	 	x
Relational_political_locales	Locale	Locale_by_ownership	Political_locales	Relational_political_locales					46	0	3	capital	 	 	 	x
Relational_quantity	Relational_quantity								34	0	0	rate	 	 	 	 
Relative_time	Relation	Relative_time							591	87	1	past	 	 	 	 
Releasing	Event	Objective_influence	Transitive_action	Intentionally_affect	Releasing				22	18	4	release	 	 	 	 
Releasing_from_custody	Event	Objective_influence	Transitive_action	Intentionally_affect	Releasing	Releasing_from_custody			4	4	5	release	 	 	 	 
Reliance	Contingency	Reliance							147	123	1	rely	 	 	 	x
Reliance_on_expectation	Attributes	Gradable_attributes	Certainty	Reliance_on_expectation					6	5	3	on	 	 	 	 
Religious_belief	Mental_activity	Awareness	Religious_belief						32	32	2	believe	 	 	 	 
Remainder	Event	Change_position_on_a_scale	Remainder						145	70	2	remnant	 	 	 	 
Remembering_experience	Cogitation	Remembering_experience							97	84	1	remember	 	 	 	 
Remembering_information	Mental_activity	Awareness	Remembering_information						104	104	2	remember	 	 	 	 
Remembering_to_do	Event	Intentionally_act	Remembering_to_do						54	54	2	forget	 	 	 	x
Removing	Event	Objective_influence	Transitive_action	Removing					1128	883	3	flush	x	 	x	 
Removing_scenario	Removing_scenario								10	9	0	clear	 	 	 	 
Render_nonfunctional	Event	Objective_influence	Transitive_action	Render_nonfunctional					52	52	3	incapacitate	 	 	 	 
Renting	Event	Getting	Commerce_buy	Renting					85	85	3	rent	 	 	 	 
Renting_out	Event	Eventive_affecting	Lose_possession	Giving	Commerce_sell	Renting_out			48	47	5	lease	 	 	 	 
Renunciation	Statement	Renunciation							38	27	1	renounce	 	 	 	 
Reparation	Event	Objective_influence	Transitive_action	Intentionally_affect	Reparation				32	7	4	make up	 	 	 	 
Repayment	Repayment								13	10	0	back	 	 	 	 
Repel	Attributes	Gradable_attributes	Level_of_force_resistance	Repel					16	16	3	repel	 	 	 	 
Replacing	Event	Objective_influence	Transitive_action	Intentionally_affect	Replacing				164	152	4	replace	 	 	 	 
Reporting	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Reporting		23	20	6	report	 	 	 	 
Representative	Entity	Biological_entity	People	People_by_vocation	Representative				8	0	4	spokesman	 	 	 	 
Representing	Mental_activity	Awareness	Representing						24	2	2	be symbol	 	 	 	 
